LOCAL_DATE_CREATED,CAMPUS,LOCATION_LATITUDE,LOCATION_LONGITUDE,BUILDING_ID,BUILDING_NAME,LOCATION_NUMBER,LOCATION_DESCRIPTION,DEVICE_TYPE,BATTERY_VOLTAGE,TRANSITION_DATETIME,TPS_STATUS,LOCATION_DESCRIPTION_STATUS,NODE_STATUS,TERM_TYPE_SID,SUBTYPE_DESCRIPTION,TECH
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000538,G-AAB-501-Office-NDEB-INT,NDEB,Normal,2025-07-01 10:59:06,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000539,G-AAB-502-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000537,G-AAB-503-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000536,G-AAB-504-GWE-M7-SIO-43,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000540,G-AAB-504-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000541,G-AAB-505-GWE-M7-SIO-44,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000543,G-AAB-505-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000544,G-AAB-506-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000542,G-AAB-507-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000545,G-AAB-508-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000546,G-AAB-509-GWE-M7-SIO-45,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000548,G-AAB-509-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000549,G-AAB-510-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000419,G-AAB-511-GWE-M6-SIO-32,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000421,G-AAB-511-LH-Conf Room-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000547,G-AAB-511-RH-Conf Room-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000550,G-AAB-512-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:48,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000420,G-AAB-515-File Supply-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2023-12-19 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000418,G-AAB-516-Connector-M6-CONN-1,Connector,Not reporting,,ACTIVE,ACTIVE,ONLINE,2211,,Mercury
2023-12-19 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000455,G-AAB-516-Connector-M6-CONN-2,Connector,Not reporting,,ACTIVE,ACTIVE,ONLINE,2211,,Mercury
2023-12-19 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000494,G-AAB-516-Connector-M7-CONN-1,Connector,Not reporting,,ACTIVE,ACTIVE,ONLINE,2211,,Mercury
2023-12-19 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000525,G-AAB-516-Connector-M7-CONN-2,Connector,Not reporting,,ACTIVE,ACTIVE,ONLINE,2211,,Mercury
2023-12-19 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000491,G-AAB-516-Connector-M7-CONN-3,Connector,Not reporting,,ACTIVE,ACTIVE,ONLINE,2211,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,13824,G-AAB-516-LP4502-M6,LP4502,Not reporting,,ACTIVE,ACTIVE,ONLINE,2210,LP4502 / EP4502,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,13825,G-AAB-516-LP4502-M7,LP4502,Not reporting,,ACTIVE,ACTIVE,ONLINE,2210,LP4502 / EP4502,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000492,G-AAB-516-LP4502-M7-SIO-0,LP4502,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,EP4502 / LP4502 (Internal 2 reader SIO),Mercury
2024-02-12 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000323,G-AAB-516-Telecom-NDEB-INT,NDEB,Normal,2024-03-19 13:13:41,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2019-08-12 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,106128,G-AAB-518-Janitor Closet-AD400-INT,AD400,Normal,2025-06-11 05:15:06,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000427,G-AAB-521-BD-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000425,G-AAB-521-FD-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000422,G-AAB-521-GWE-M6-SIO-33,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000424,G-AAB-521A-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000423,G-AAB-521B-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000428,G-AAB-523C-GWE-M6-SIO-35,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000429,G-AAB-523C-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000430,G-AAB-523D-File Supply-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-03-08 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000436,G-AAB-525-Office Circulation-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000437,G-AAB-525A-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000433,G-AAB-525B-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000431,G-AAB-525C-GWE-M6-SIO-36,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000434,G-AAB-525C-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000435,G-AAB-525D-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000432,G-AAB-525E-File Supply-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-03-08 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000443,G-AAB-527A-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000444,G-AAB-527B-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000440,G-AAB-527C-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000438,G-AAB-527D-GWE-M6-SIO-37,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000441,G-AAB-527D-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000442,G-AAB-527E-File Supply-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000439,G-AAB-527F-File Supply-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2019-08-13 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,106132,G-AAB-599A-PIM-M2,PIM,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,PIM Module,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000426,G-AAB-599B-GWE-M6-SIO-34,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2012-02-06 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,2531,G-AAB-600S1-Stairwell-MTMS15-EXT,MTMS15,Not reporting,,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2012-02-06 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,2532,G-AAB-600S2-Stairwell-MTMS15-EXT,MTMS15,Not reporting,,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000447,G-AAB-601-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000448,G-AAB-602-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000446,G-AAB-603-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000445,G-AAB-604-GWE-M6-SIO-38,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000449,G-AAB-604-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000452,G-AAB-605-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000453,G-AAB-606-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000451,G-AAB-607-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000450,G-AAB-608-GWE-M6-SIO-39,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000454,G-AAB-608-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000456,G-AAB-609-GWE-M6-SIO-40,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000458,G-AAB-609-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000459,G-AAB-610-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000457,G-AAB-611-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000460,G-AAB-612-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000463,G-AAB-613-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000461,G-AAB-615-GWE-M6-SIO-41,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000462,G-AAB-615-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:53,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000466,G-AAB-617-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000464,G-AAB-617A-GWE-M6-SIO-42,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000465,G-AAB-617A-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2019-08-12 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,106129,G-AAB-618-Janitor Closet-AD400-INT,AD400,Normal,2025-06-11 05:15:06,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000471,G-AAB-619-Office Circulation-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000468,G-AAB-619A-Office Circulation-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000469,G-AAB-619B-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000467,G-AAB-619C-GWE-M6-SIO-43,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000470,G-AAB-619C-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000473,G-AAB-621-Conf Room-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000472,G-AAB-621-GWE-M6-SIO-44,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-03-08 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000479,G-AAB-625-Office Circulation-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000478,G-AAB-625A-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-03-08 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000480,G-AAB-625B-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000477,G-AAB-625C-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000474,G-AAB-625D-GWE-M6-SIO-46,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000481,G-AAB-625D-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000476,G-AAB-625E-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000475,G-AAB-625F-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000482,G-AAB-627-GWE-M6-SIO-47,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-03-08 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000487,G-AAB-627-Office Circulation-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000483,G-AAB-627A-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000484,G-AAB-627B-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000485,G-AAB-627C-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000486,G-AAB-627D-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-03-08 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000488,G-AAB-627E-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000489,G-AAB-627F-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:54,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2019-08-13 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,106133,G-AAB-699A-PIM-M2,PIM,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,PIM Module,Mercury
2012-02-06 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,2533,G-AAB-700S1-Stairwell-MTMS15-EXT,MTMS15,Not reporting,,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2012-02-06 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,2534,G-AAB-700S2-Stairwell-MTMS15-EXT,MTMS15,Not reporting,,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000497,G-AAB-701-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000498,G-AAB-702-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000496,G-AAB-703-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000495,G-AAB-704-GWE-M7-SIO-32,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000499,G-AAB-704-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000502,G-AAB-705-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000504,G-AAB-706-BD-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000503,G-AAB-706-FD-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000500,G-AAB-707-GWE-M7-SIO-33,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000505,G-AAB-707-GWE-M7-SIO-34,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000509,G-AAB-707-GWE-M7-SIO-35,GWE,Not reporting,,ACTIVE,ACTIVE,ONLINE,2212,Engage RSI Gateway,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000501,G-AAB-707-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000507,G-AAB-709-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000508,G-AAB-710-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000511,G-AAB-711-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000506,G-AAB-712-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000510,G-AAB-713-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
2024-02-26 00:00:00,CG,25.721946,-80.277673,0205,Ashe Administration Building,205000514,G-AAB-715-Office-NDEB-INT,NDEB,Normal,2024-02-26 07:29:47,ACTIVE,ACTIVE,ONLINE,2213,,Mercury
